151455,0,7
151459,2,10
151461,1,10
151462,0,10
151465,1,10
151466,1,8
151468,1,6
151471,2,10
151473,1,10
151474,2,10
151477,0,7
151480,1,10
151481,2,6
151482,0,10
151483,2,10
151485,2,10
151488,1,7
151489,0,9
151490,0,8
151493,2,10
151495,1,10
151496,0,10
151497,1,6
151498,0,10
151500,1,10
151501,0,8
151502,0,10
151503,2,10
151505,1,6
151507,1,9
151508,0,10
151511,1,10
151513,2,7
151514,2,10
151515,0,7
151517,2,10
151518,1,10
151520,2,7
151521,0,10
151523,1,7
151524,1,10
151527,1,10
151528,1,9
151532,1,10
151533,2,6
151534,2,10
151535,2,10
151536,1,10
151538,1,10
151539,1,7
151543,1,8
151546,2,8
151552,0,10
151555,0,10
151556,0,10
151557,1,10
151559,1,10
151561,1,10
151563,1,10
151566,1,10
151569,1,10
151574,0,6
151575,1,10
151576,1,10
151578,0,10
151579,1,10
151582,1,10
151584,1,10
151585,1,10
151586,1,10
151587,2,10
151591,2,10
151594,2,10
151596,1,10
151598,1,10
151602,1,10
151604,1,10
151607,0,10
151608,1,9
151609,2,10
151612,0,10
151618,2,9
151619,2,9
151620,2,7
151621,0,7
151622,0,9
151626,0,10
151628,0,10
151629,0,10
151633,1,10
151634,0,10
151636,0,10
151637,0,10
151641,1,7
151645,1,10
151646,2,10
151649,1,10
151651,2,10
151652,2,6
151658,2,9
151659,0,10
151661,0,10
151662,2,10
151664,1,8
151665,1,7
151666,2,10
151667,1,9
151669,2,10
151670,1,8
151671,0,9
151674,1,10
151675,0,10
151676,0,10
151677,0,9
151678,2,8
151679,1,9
151683,0,6
151684,1,10
151685,1,10
151686,0,10
151687,1,10
151688,1,7
151689,0,8
151690,2,10
151691,2,10
151693,0,7
151695,1,10
151696,2,10
151698,2,10
151699,2,10
151700,2,10
151701,1,8
151702,1,9
151703,0,10
151705,0,6
151706,2,10
151707,1,10
151708,1,10
151710,2,10
151711,0,10
151712,1,10
151713,0,10
151716,0,9
151717,0,10
151719,0,6
151722,1,10
151723,2,10
151724,1,10
151725,1,10
151726,1,10
151728,0,10
151731,2,10
151735,2,10
151736,0,10
151737,0,6
151739,1,8
151741,0,10
151743,0,8
151745,0,10
151746,0,7
151747,1,6
151750,2,10
151753,1,10
151755,2,10
151758,2,9
151763,2,10
151764,2,6
151766,0,10
151769,2,10
151770,1,10
151773,2,10
151780,1,10
151781,2,10
151782,2,10
151788,0,10
151789,1,10
151790,0,10
151791,0,10
151794,2,6
151795,2,10
151797,0,10
151802,0,10
151803,0,10
151804,0,7
151806,1,6
151808,2,10
151814,1,10
151816,2,9
151818,0,9
151820,2,8
151822,2,10
151824,1,10
151825,0,10
151826,1,6
151828,0,10
151829,1,10
151830,1,10
151832,0,10
151834,1,10
151835,0,10
151837,0,10
151839,2,10
151840,0,10
151841,2,10
151842,1,10
151843,2,10
151844,1,7
151845,2,10
151847,1,10
151848,2,6
151849,2,10
151850,0,10
151854,0,10
151856,0,10
151857,1,10
151863,0,6
151865,1,10
151866,2,10
151869,1,10
151871,1,6
151875,0,10
151878,2,10
151880,0,6
151882,0,7
151883,1,8
151884,2,10
151886,0,10
151887,1,10
151889,1,8
151890,0,10
151892,2,10
151895,2,10
151896,1,8
151897,1,10
151899,2,10
151903,1,10
151904,2,10
151908,0,7
151909,0,10
151910,2,10
151911,1,10
151914,1,10
151915,1,10
151916,1,7
151919,1,10
151921,2,9
151923,0,10
151926,2,8
151929,0,10
151931,0,7
151932,0,10
151933,2,10
151940,1,7
151941,2,10
151942,1,10
151944,1,10
151945,1,8
151947,0,9
151948,0,10
151949,2,10
151951,0,10
151952,2,10
151954,1,9
151955,0,7
151957,1,9
151958,1,10
151962,2,10
151964,0,7
151965,0,10
151967,0,10
151968,0,9
151970,1,10
151971,0,7
151972,1,10
151976,2,9
151977,1,9
151978,1,6
151980,2,7
151981,1,10
151983,2,6
151984,2,10
151987,2,8
151988,0,10
151989,0,10
151991,0,10
151996,0,10
151997,2,10
151999,0,7
152000,2,10
152002,1,10
152004,2,10
152005,0,10
152007,2,10
152008,2,10
152011,1,10
152012,1,10
152015,0,10
152016,1,10
152019,1,8
152022,2,9
152023,0,10
152024,1,10
152025,1,6
152027,2,10
152031,2,10
152032,2,10
152033,0,10
152034,0,10
152035,1,10
152037,0,10
152038,1,10
152040,1,10
152042,1,10
152044,2,10
152045,1,10
152046,1,10
152047,2,10
152051,2,10
152052,1,10
152054,1,10
152055,1,10
152058,1,10
152059,0,10
152060,1,10
152062,2,10
152065,1,10
152068,0,10
152069,1,6
152071,0,10
152073,2,10
152074,1,10
152077,2,10
152078,1,8
152079,0,9
152081,2,10
152082,2,10
152085,0,10
152089,1,9
152090,2,10
152091,1,6
152092,1,10
152094,0,9
152098,1,10
152100,2,10
152104,2,10
152106,2,10
152109,2,10
152110,2,10
152116,0,7
152117,1,7
152120,2,6
152121,0,10
152122,1,10
152125,0,7
152126,1,7
152127,2,10
152131,0,10
152133,1,10
152136,2,7
152143,1,8
152144,1,7
152146,1,9
152147,0,10
152150,1,10
152151,1,10
152152,1,8
152154,2,10
152155,2,10
152159,1,10
152161,1,10
152163,1,9
152166,0,10
152167,0,7
152168,1,10
152170,0,10
152172,1,7
152173,1,10
152174,1,10
152175,0,10
152176,2,10
152178,1,10
152180,1,9
152181,2,10
152182,1,9
152185,1,10
152186,2,10
152190,2,10
152191,2,6
152192,2,7
152193,2,10
152194,0,10
152198,1,8
152199,1,10
152200,2,10
152201,2,6
152202,0,10
152203,1,10
152205,0,10
152207,2,8
152208,0,9
152209,2,7
152211,1,8
152214,2,10
152215,1,10
152217,0,8
152222,0,10
152224,1,10
152226,1,9
152227,1,10
152228,0,10
152232,2,9
152233,0,10
152234,1,10
152236,2,10
152237,2,10
152238,2,6
152239,1,10
152240,2,8
152241,2,10
152242,1,10
152245,0,9
152246,0,7
152247,2,10
152248,0,6
152250,0,8
152251,1,10
152252,1,10
152253,1,10
152255,0,10
152256,0,6
152257,2,10
152259,2,10
152260,2,10
152261,1,9
152265,0,10
152270,2,10
152273,1,10
152274,1,10
152276,0,10
152278,2,10
152280,0,10
152281,0,7
152282,2,10
152284,1,10
152286,2,10
152287,1,10
152289,1,9
152290,2,10
152292,1,7
152298,0,10
152299,0,10
152300,1,6
152301,1,10
152303,1,7
152305,1,9
152308,2,8
152313,1,7
152315,0,7
152316,2,10
152319,0,8
152321,0,10
152322,2,7
152323,1,8
152324,2,6
152325,0,10
152326,0,10
152328,0,10
152331,2,10
152332,0,7
152333,1,10
152336,1,10
152337,0,10
152341,1,10
152342,2,9
152343,2,10
152347,0,10
152348,0,9
152350,1,6
152351,2,10
152352,0,8
152353,1,8
152355,1,8
152356,1,10
152357,2,10
152359,0,7
152365,0,9
152366,2,10
152370,2,10
152372,1,7
152374,1,6
152375,2,10
152377,1,10
152378,0,9
152379,1,7
152383,0,10
152384,1,10
152386,0,10
152387,1,8
152390,1,10
152391,2,10
152392,2,10
152399,2,9
152401,1,10
152402,0,10
152406,2,10
152407,1,7
152409,1,7
152412,2,10
152413,2,6
152415,2,9
152417,1,7
152418,1,10
152419,1,8
152421,2,8
152422,2,10
152425,0,10
152426,0,8
152427,1,10
152428,2,10
152433,2,10
152434,2,10
152435,1,10
152438,1,10
152439,1,9
152441,0,10
152442,2,6
152447,0,10
152448,0,9
152449,0,6
152451,2,10
152452,2,10
152453,2,8
152455,1,10
152457,1,10
152459,1,10
152461,0,9
152462,1,10
152463,0,10
152466,1,10
152469,0,10
152470,2,10
152471,0,10
152472,0,10
152474,2,10
152475,0,10
152476,1,10
152481,0,10
152482,0,10
152483,0,10
152485,0,10
152486,0,10
152491,2,10
152493,2,6
152494,2,7
152495,0,6
152496,1,9
152499,0,10
152500,1,7
152501,0,8
152504,0,7
152505,1,7
152507,2,7
152509,1,10
152510,2,7
152512,1,10
152517,0,10
152520,1,7
152523,0,10
152525,1,7
152527,1,10
152528,0,10
152531,1,10
152534,1,10
152536,1,10
152537,0,9
152543,0,10
152544,1,8
152545,0,9
152548,1,8
152549,1,10
152552,2,10
152553,2,6
152558,2,9
152562,1,10
152563,2,10
152566,0,10
152568,2,10
152569,2,10
152571,2,10
152576,2,10
152578,2,6
152582,2,10
152589,2,6
152590,0,10
152591,1,10
152593,2,7
152601,0,10
152602,1,7
152603,2,7
152605,1,7
152606,2,6
152608,0,6
152609,0,10
152614,0,9
152615,2,8
152618,0,7
152620,0,10
152623,1,10
152629,2,9
152631,2,10
152633,1,10
152634,1,10
152636,1,10
152638,2,9
152639,1,6
152642,0,8
152643,0,10
152644,1,7
152645,1,10
152646,1,8
152647,2,10
152648,2,10
152649,1,10
152650,1,10
152654,1,10
152659,0,7
152663,2,8
152666,1,9
152667,1,10
152670,2,10
152672,2,8
152673,0,10
152678,2,10
152681,0,10
152682,1,8
152683,1,10
152688,2,7
152689,1,10
152691,1,10
152692,1,9
152698,2,7
152699,2,7
152701,1,9
152702,0,9
152704,1,10
152705,2,10
152706,0,10
152707,2,10
152711,0,10
152720,1,10
152721,0,10
152722,2,8
152726,0,10
152727,2,10
152730,0,10
152733,2,10
152737,0,8
152739,1,9
152740,1,10
152741,1,10
152742,1,7
152743,1,10
152745,2,10
152746,1,10
152748,2,10
152750,2,10
152752,0,6
152753,1,6
152754,1,9
152755,1,10
152756,1,8
152757,2,10
152761,0,10
152766,2,10
152767,1,10
152768,1,10
152769,1,10
152770,0,10
152771,2,10
152773,1,10
152774,0,6
152775,0,7
152776,2,10
152777,0,10
152780,1,10
152785,2,10
152787,1,10
152792,1,9
152794,1,10
152796,1,10
152797,2,10
152800,0,10
152802,2,8
152803,1,10
152806,2,6
152807,2,7
152809,2,6
152810,2,10
152813,1,7
152814,1,10
152816,1,10
152819,1,10
152820,1,10
152826,1,10
152828,1,9
152832,2,10
152833,0,8
152839,2,10
152842,0,6
152845,2,10
152848,0,6
152850,1,10
152851,1,10
152854,0,10
152857,2,10
152858,0,10
152861,0,6
152863,2,10
152867,1,10
152871,0,10
152873,1,10
152874,1,10
152879,0,10
152881,2,10
152882,0,10
152884,2,10
152885,1,10
152888,1,10
152889,2,9
152890,2,7
152891,1,10
152893,0,10
152894,2,10
152895,1,10
152898,0,10
152899,2,10
152901,2,6
152902,1,10
152903,0,8
152905,2,7
152908,0,10
152911,0,10
152912,2,10
152913,2,10
152917,0,10
152919,2,10
152921,0,10
152925,0,10
152928,1,10
152929,1,7
152934,0,8
152935,0,10
152936,1,9
152937,0,10
152939,0,10
152945,2,10
152947,0,10
152948,0,10
152949,1,10
152950,1,7
152953,0,6
152956,2,8
152958,1,6
152959,2,8
152961,1,10
152962,1,10
152965,1,8
152967,1,10
152968,2,8
152970,2,9
152972,2,7
152973,0,10
152974,2,10
152975,2,10
152978,0,10
152979,2,10
152980,1,10
152981,2,9
152984,1,10
152991,2,6
152993,0,10
152995,1,10
152998,2,10
153001,2,7
153002,0,7
153005,2,8
153008,1,10
153009,1,8
153010,0,10
153012,0,10
153013,1,10
153015,1,10
153017,1,10
153019,1,10
153021,2,10
153024,1,8
153025,0,10
153026,2,10
153027,1,10
153030,1,10
153033,0,10
153034,0,8
153038,2,10
153039,1,10
153043,1,6
153044,0,6
153045,2,10
153050,2,10
153051,1,7
153056,0,10
153058,0,10
153061,0,6
153063,0,9
153065,1,10
153067,1,8
153068,1,7
153071,2,10
153073,1,10
153074,0,10
153075,2,10
153081,1,10
153083,1,8
153085,0,9
153087,1,8
153090,2,10
153095,1,6
153098,2,10
153102,0,10
153103,1,8
153104,2,10
153108,0,9
153109,1,10
153111,0,10
153113,1,10
153115,1,10
153119,0,10
153121,2,10
153127,1,10
153128,2,10
153132,0,10
153134,1,9
153135,2,8
153137,0,10
153140,1,6
153143,0,10
153145,1,10
153151,0,10
153152,2,6
153155,1,7
153156,2,10
153160,0,10
153162,1,10
153164,2,8
153165,0,7
153167,0,10
153168,1,10
153172,1,10
153173,0,10
153177,1,10
153178,2,10
153179,2,6
153181,2,6
153182,2,10
153183,0,8
153187,1,7
153190,0,7
153191,1,6
153192,1,8
153193,0,10
153196,2,10
153197,1,10
153198,0,10
153199,2,10
153202,0,6
153203,2,10
153205,0,10
153208,1,10
153214,0,9
153217,0,10
153222,0,10
153223,2,10
153225,1,6
153228,0,10
153230,1,6
153231,0,10
153232,2,10
153233,0,10
153235,0,10
153239,2,10
153240,1,10
153242,2,10
153246,1,10
153247,2,10
153248,1,10
153251,0,6
153252,1,10
153253,0,10
153258,2,6
153260,1,10
153262,0,6
153263,1,6
153264,2,10
153265,1,10
153266,2,8
153267,0,6
153271,0,10
153274,0,10
153276,1,10
153277,0,10
153278,1,10
153279,2,8
153281,2,6
153284,0,8
153288,1,10
153289,0,10
153291,1,6
153292,1,10
153293,2,10
153294,1,10
153295,1,6
153300,2,10
153302,1,6
153303,1,8
153305,2,8
153306,0,10
153308,0,10
153310,2,10
153313,2,10
153314,0,8
153315,0,7
153319,0,10
153320,0,6
153322,0,10
153326,1,8
153327,1,10
153328,1,10
153329,1,7
153330,2,9
153332,1,6
153335,1,7
153337,1,10
153342,2,10
153343,0,10
153346,1,10
153347,1,10
153349,1,10
153350,1,6
153353,0,8
153354,0,7
153355,0,10
153356,2,8
153358,1,7
153360,1,9
153363,2,10
153364,2,10
153365,1,10
153366,1,8
153367,0,9
153368,0,10
153374,0,10
153375,2,10
153376,0,8
153377,1,10
153380,0,8
153381,1,10
153383,1,6
153384,1,10
153385,0,10
153394,1,9
153395,0,10
153396,1,10
153397,1,10
153402,1,10
153404,2,6
153405,2,10
153413,0,10
153414,0,10
153417,2,10
153418,1,9
153421,1,8
153422,2,10
153423,2,6
153425,2,10
153427,0,9
153429,1,10
153430,2,10
153431,2,10
153432,2,10
153434,1,7
153435,1,10
153437,0,10
153443,0,9
153444,0,10
153445,2,8
153449,1,10
153450,2,10
153451,2,6
153452,0,9
153456,2,6
153458,1,10
153461,2,8
153462,2,10
153468,0,10
153469,1,10
153473,2,8
153475,1,10
153477,1,8
153479,0,10
153480,0,10
153481,0,10
153485,1,10
153489,2,10
153490,1,9
153491,1,10
153494,1,10
153496,0,9
153498,0,8
153499,2,10
153503,1,10
153505,2,6
153506,0,10
153507,0,8
153510,1,10
153511,2,10
153512,1,6
153514,0,10
153516,1,6
153519,1,10
153520,2,10
153523,1,8
153524,1,10
153527,0,10
153528,2,10
153531,1,8
153532,2,10
153533,0,10
153534,0,6
153536,1,10
153537,0,10
153538,1,8
153540,1,10
153542,0,10
153543,0,10
153544,0,10
153546,2,10
153547,1,10
153548,0,10
153550,0,7
153552,2,10
153553,0,8
153554,0,7
153555,2,10
153561,2,10
153562,1,10
153564,0,6
153565,2,10
153569,0,10
153572,2,10
153573,1,10
153574,2,9
153575,1,9
153576,2,10
153577,2,10
153579,1,7
153580,2,10
153581,0,10
153583,2,10
153585,1,10
153590,1,10
153591,0,10
153592,1,10
153593,2,10
153594,1,10
153598,0,10
153599,1,9
153600,1,10
153601,1,7
153602,1,8
153604,2,10
153607,0,10
153608,1,10
153611,1,10
153613,1,10
153614,0,10
153615,2,8
153618,1,7
153621,2,10
153622,0,10
153623,0,6
153624,1,8
153627,1,10
153629,2,9
153630,0,10
153631,1,10
153633,2,10
153635,0,6
153637,1,9
153642,2,10
153646,2,8
153647,0,10
153649,1,10
153650,1,10
153652,1,9
153654,2,8
153656,1,10
153657,2,10
153660,1,10
153661,0,10
153662,1,8
153664,2,10
153665,0,7
153667,2,10
153668,2,6
153670,2,6
153671,2,9
153672,1,10
153675,1,6
153677,0,8
153679,1,10
153680,0,10
153683,1,10
153685,2,10
153688,0,6
153689,2,10
153690,1,6
153693,1,10
153698,1,8
153701,1,8
153702,0,8
153706,1,10
153708,1,10
153709,2,10
153716,2,9
153718,0,7
153721,2,7
153723,2,10
153725,0,10
153726,1,8
153727,0,10
153728,2,8
153730,1,10
153733,2,7
153737,2,8
153740,0,8
153742,1,6
153743,1,6
153744,2,10
153758,2,10
153765,1,10
153767,1,9
153768,1,9
153773,0,10
153775,1,7
153777,1,9
153778,1,10
153779,1,7
153780,0,6
153781,1,10
153788,0,8
153789,2,10
153794,2,10
153796,1,10
153797,1,6
153800,0,6
153804,1,9
153806,0,10
153812,0,10
153813,2,10
153815,1,10
153816,0,10
153819,1,9
153823,0,10
153826,1,10
153827,2,10
153833,0,8
153835,0,10
153838,2,10
153843,0,10
153844,1,9
153845,0,10
153847,2,9
153848,2,8
153850,1,10
153852,1,7
153854,1,8
153855,1,6
153860,1,10
153861,1,10
153862,2,8
153863,1,10
153864,2,10
153866,1,10
153871,2,10
153872,0,10
153873,0,8
153874,2,7
153875,1,10
153877,0,6
153878,0,7
153879,0,8
153880,0,10
153881,1,10
153882,0,8
153884,2,10
153885,1,6
153887,2,10
153889,2,10
153890,2,10
153892,2,6
153894,0,10
153897,0,10
153899,0,10
153900,0,9
153901,1,10
153902,2,9
153903,2,10
153905,1,10
153908,0,6
153910,1,6
153912,0,7
153913,0,10
153917,1,6
153921,2,8
153922,1,6
153923,0,8
153926,0,10
153927,2,10
153928,0,9
153930,2,10
153933,1,10
153934,0,8
153937,2,10
153938,1,10
153940,0,9
153942,2,10
153946,1,10
153947,2,8
153952,1,7
153955,2,8
153956,0,10
153957,2,10
153958,1,10
153961,1,10
153962,1,10
153964,0,9
153965,1,10
153967,1,10
153969,0,10
153973,2,6
153978,1,10
153979,0,10
153983,0,10
153986,1,10
153988,0,10
153989,2,10
153991,0,8
153994,1,9
153997,1,10
153998,1,10
154000,1,10
154004,0,10
154005,1,6
154006,0,10
154007,2,7
154009,1,10
154012,2,7
154014,0,10
154015,1,10
154017,2,10
154018,0,10
154020,2,10
154021,1,7
154023,0,10
154026,0,10
154029,2,10
154031,0,10
154035,1,10
154036,0,10
154037,0,10
154038,2,7
154039,0,7
154046,1,10
154048,0,9
154049,1,9
154050,1,9
154051,1,10
154052,1,10
154054,0,10
154056,0,10
154057,0,6
154058,0,9
154059,1,9
154063,0,10
154065,1,10
154068,1,9
154073,2,7
154074,1,10
154075,2,6
154077,0,8
154078,1,10
154079,1,8
154080,1,7
154081,0,10
154090,1,7
154092,1,10
154093,2,9
154096,1,9
154097,1,10
154099,1,10
154100,1,10
154102,2,10
154107,0,7
154109,2,10
154110,1,6
154111,0,10
154113,2,10
154116,1,10
154118,1,10
154121,2,10
154122,0,6
154124,2,8
154126,2,10
154127,2,10
154128,1,10
154130,0,10
154131,2,10
154133,0,10
154134,1,10
154135,1,10
154138,2,10
154139,1,10
154140,1,10
154142,1,10
154144,1,6
154145,1,10
154146,0,10
154147,0,8
154150,2,10
154151,1,6
154154,0,10
154156,1,10
154157,1,10
154159,0,10
154161,2,10
154162,2,10
154163,0,10
154164,1,8
154166,2,10
154168,1,10
154169,1,7
154171,1,8
154173,2,6
154177,2,9
154185,0,6
154187,0,6
154188,1,10
154191,0,10
154194,2,10
154197,0,6
154199,1,10
154202,1,10
154204,1,9
154208,1,10
154209,2,10
154210,2,10
154211,2,10
154212,0,10
154213,1,10
154215,2,6
154217,0,10
154221,1,10
154222,0,10
154223,1,10
154225,2,9
154226,1,10
154227,1,7
154232,0,6
154233,1,10
154237,2,10
154238,2,10
154239,0,10
154241,1,9
154242,1,10
154243,0,10
154244,1,10
154245,1,10
154246,1,8
154247,1,10
154248,2,10
154249,2,6
154250,2,10
